personnel_id,service_years,deployment_days,working_hours_week,night_shifts,consecutive_duty_days,leave_days,transfers_last_year,training_hours,workload_score,sleep_score,wellness_stress,mood_score,social_support,stress_risk,risk_week_1,risk_week_2,risk_week_3,risk_week_4,risk_week_5
P0658,16,42,45,5,3,0,0,22,99,53,68,64,54,1,40,45,47,54,67
P0659,2,45,43,4,8,2,0,25,90,76,15,59,100,0,41,31,29,29,33
P0660,8,73,54,1,8,6,1,19,81,58,59,63,88,1,38,37,29,29,32
P0661,5,67,53,14,8,7,0,21,44,76,35,76,72,0,39,35,24,27,22
P0662,19,0,58,7,4,4,3,21,46,65,63,47,46,0,33,37,44,35,41
P0663,1,30,57,8,5,7,1,16,43,75,48,100,50,0,26,48,44,58,57
P0664,6,34,60,3,5,5,0,14,44,47,37,68,80,0,41,46,34,42,40
P0665,15,0,50,9,7,11,4,16,85,80,40,85,44,1,53,62,59,63,67
P0666,18,40,53,4,9,6,0,17,54,71,31,59,44,1,26,33,29,35,37
P0667,13,68,55,5,6,10,1,7,56,70,65,77,67,0,33,26,32,18,24
P0668,22,12,51,8,10,8,2,17,72,97,27,70,69,0,36,34,32,32,33
P0669,23,46,46,0,7,1,0,22,28,62,43,82,73,0,33,25,22,20,15
P0670,4,16,47,12,4,7,1,11,59,73,55,65,60,0,29,26,35,36,31
P0671,24,22,43,7,7,2,1,10,38,70,80,93,83,1,42,42,58,56,65
P0672,16,73,54,11,9,7,1,15,53,71,48,44,52,1,40,44,36,38,37
P0673,16,25,49,2,10,4,0,7,47,100,43,83,78,0,30,26,28,34,27
P0674,3,49,44,2,8,9,1,3,47,69,53,70,71,0,39,42,28,37,28
P0675,16,0,44,1,5,2,1,20,62,59,7,52,77,0,32,47,50,39,41
P0676,19,83,39,7,4,7,1,9,62,96,24,99,87,0,33,25,20,14,14
P0677,15,52,59,6,6,9,3,12,54,63,40,98,59,1,28,28,27,17,8
P0678,3,34,51,4,9,11,0,8,65,44,34,35,56,0,35,34,37,39,42
P0679,14,52,42,2,6,4,1,21,42,57,16,71,38,0,38,41,32,37,37
P0680,24,4,57,1,6,7,0,18,70,49,65,79,33,1,38,33,37,31,31
P0681,19,66,45,6,5,8,1,10,54,41,53,75,64,0,42,33,32,36,29
P0682,4,30,37,4,4,13,1,4,49,63,51,92,65,0,44,50,52,52,55
P0683,24,33,59,3,5,1,4,10,44,67,34,89,49,0,32,34,38,40,33
P0684,24,26,45,12,5,3,3,16,54,86,50,72,52,0,38,31,32,21,33
P0685,5,24,46,6,9,18,0,13,92,77,58,100,93,1,32,39,25,21,21
P0686,21,55,50,11,4,6,1,13,57,77,43,83,82,0,43,37,37,46,40
P0687,11,44,60,4,5,0,0,13,37,55,57,62,46,0,38,39,30,38,39
P0688,15,54,50,7,3,5,0,17,75,81,32,59,59,0,27,37,33,28,35
P0689,12,38,39,6,7,0,1,12,50,89,50,88,74,0,27,33,31,30,29
P0690,20,50,55,0,8,8,1,15,63,74,71,55,56,1,34,46,32,37,37
P0691,25,28,46,12,9,10,0,5,47,74,73,61,53,0,26,33,25,29,35
P0692,20,92,67,5,6,3,0,30,81,49,75,64,61,1,30,26,24,23,15
P0693,24,0,50,9,6,5,2,10,47,84,54,74,86,0,36,42,42,50,51
P0694,24,68,30,3,5,11,0,13,83,95,49,65,87,0,32,32,28,28,24
P0695,3,71,53,5,6,0,0,16,39,73,39,47,54,0,35,33,32,39,41
P0696,7,18,68,3,6,2,0,9,53,59,12,87,75,0,31,26,18,8,0
P0697,19,92,64,11,5,6,1,12,83,66,21,62,67,1,36,33,32,33,37
P0698,15,62,66,7,5,4,1,12,61,62,45,100,50,1,33,33,26,27,18
P0699,2,61,41,7,6,6,1,6,99,63,46,73,62,1,46,39,30,35,34
P0700,3,39,58,11,4,2,0,15,53,78,76,88,46,1,41,42,60,66,81
P0701,14,33,44,11,4,8,0,0,63,72,74,78,87,0,41,51,48,48,52
P0702,16,33,52,9,9,6,0,24,92,83,34,89,93,1,33,36,43,50,47
P0703,5,47,39,0,12,9,0,18,31,74,64,77,60,0,38,42,53,46,46
P0704,5,72,44,3,2,8,1,16,29,55,38,72,56,0,33,33,41,42,52
P0705,4,42,44,2,2,8,0,0,44,60,62,85,85,0,32,27,29,23,32
P0706,15,16,58,9,3,1,0,6,73,60,64,100,88,0,43,48,61,54,82
P0707,1,58,57,7,5,9,3,22,29,65,73,64,48,1,36,40,48,42,41
P0708,15,60,52,0,7,6,1,35,69,95,38,81,64,1,27,30,26,26,27
P0709,12,54,38,5,6,6,2,20,67,97,68,68,66,1,30,34,26,32,33
P0710,12,56,47,0,5,11,1,19,94,81,11,76,54,0,19,21,24,27,18
P0711,17,31,43,6,6,4,0,16,77,70,74,69,74,0,27,24,27,27,29
P0712,14,16,58,0,3,12,1,6,65,48,47,33,55,0,25,34,23,34,32
P0713,19,17,61,8,4,13,2,19,82,71,48,65,58,1,37,35,46,43,40
P0714,20,0,60,8,5,10,0,4,68,56,7,84,65,0,28,26,43,53,51
P0715,24,44,43,14,1,3,2,4,50,92,40,56,42,0,46,35,27,28,24
P0716,20,36,30,9,2,0,0,3,37,44,75,83,32,1,23,30,33,35,50
P0717,13,27,34,4,2,11,2,19,48,74,39,71,83,0,37,26,31,33,30
P0718,13,0,63,9,7,7,0,12,57,55,62,65,54,1,35,34,42,57,57
P0719,6,8,46,0,6,4,1,13,61,68,49,82,100,0,28,38,35,27,32
P0720,15,65,43,2,7,12,0,12,20,78,69,79,100,0,34,34,36,43,40
P0721,4,22,65,7,1,4,1,4,54,83,52,75,58,0,40,43,38,43,41
P0722,24,47,61,0,1,5,0,7,59,67,29,84,100,0,37,25,12,10,0
P0723,22,5,50,6,7,9,1,8,68,79,49,71,83,0,28,43,49,43,60
P0724,3,73,47,2,1,3,1,2,87,58,80,42,56,1,40,31,35,25,18
P0725,20,35,49,6,8,7,1,8,61,72,58,62,23,0,40,42,41,39,42
P0726,3,45,52,2,1,11,2,4,42,83,46,39,79,0,33,37,30,32,18
P0727,19,94,64,8,7,8,2,16,25,73,93,79,68,0,34,28,28,20,13
P0728,3,74,54,6,3,12,2,17,70,60,71,82,74,1,44,42,36,34,32
P0729,13,31,57,12,8,12,0,3,42,64,64,83,63,0,34,26,37,25,22
P0730,17,24,61,6,13,7,1,10,74,83,54,76,48,1,42,30,23,25,19
P0731,19,30,39,3,1,0,1,25,83,52,63,83,60,0,49,38,49,45,35
P0732,11,50,57,5,7,3,0,5,30,54,63,43,79,0,32,25,21,13,3
P0733,24,35,47,1,1,10,0,15,68,77,4,66,61,0,26,31,28,34,37
P0734,20,29,30,8,6,1,1,13,81,61,56,45,61,0,29,36,41,30,32
P0735,6,73,31,8,4,6,1,20,76,46,45,62,41,0,43,27,27,0,0
P0736,17,35,41,16,5,8,1,14,20,88,38,94,69,0,25,20,19,21,20
P0737,19,93,55,4,3,13,0,9,43,52,44,85,48,0,27,30,40,42,39
P0738,9,40,51,5,7,5,2,12,35,65,17,79,83,0,41,29,27,26,19
P0739,19,81,52,4,1,4,0,13,67,59,12,65,55,0,24,35,34,36,36
P0740,23,47,68,7,8,7,2,11,65,64,73,52,62,1,34,42,36,42,52
P0741,21,61,39,8,4,8,1,3,9,55,57,71,100,0,44,38,31,35,28
P0742,20,21,50,6,1,6,0,21,53,79,0,86,62,0,45,40,43,33,36
P0743,16,18,53,10,9,11,2,19,72,70,36,75,60,0,27,23,30,37,39
P0744,7,49,43,4,5,4,0,5,61,83,66,43,77,0,24,21,19,10,5
P0745,20,62,50,10,10,7,1,10,61,59,42,70,37,1,35,33,30,33,29
P0746,10,39,36,8,8,9,0,10,51,100,73,37,88,0,35,42,41,45,51
P0747,14,7,63,6,3,5,1,4,39,39,69,81,84,0,40,32,22,28,21
P0748,8,5,44,5,5,10,0,0,58,44,21,57,76,0,32,28,34,35,50
P0749,8,4,68,16,5,8,0,7,59,94,45,48,10,0,38,38,25,23,19
P0750,4,0,50,3,9,10,0,10,69,75,39,81,63,1,27,37,35,23,32
P0751,25,41,59,7,6,8,1,2,71,73,20,77,45,1,38,36,32,38,45
P0752,4,65,50,3,5,9,0,13,60,74,19,72,86,0,39,22,11,7,0
P0753,3,38,50,13,5,4,0,20,78,77,32,100,85,0,29,38,24,23,29
P0754,24,0,45,10,5,4,0,18,51,72,35,78,74,0,34,45,35,39,41
P0755,14,33,51,3,8,12,0,11,32,54,54,58,47,0,18,27,23,28,19
P0756,11,34,53,8,5,10,1,0,67,80,69,76,92,0,36,27,35,29,28
P0757,19,88,43,7,4,3,0,17,60,78,58,63,63,0,29,32,24,21,18
P0758,10,3,49,4,4,8,0,13,67,89,63,88,98,1,35,45,44,42,53
P0759,4,29,45,9,4,0,0,15,35,94,43,72,72,0,43,33,37,34,33
P0760,19,79,71,8,1,5,0,26,90,73,60,74,76,1,37,45,41,45,51
P0761,5,49,49,7,3,11,1,6,71,50,45,45,59,1,37,41,50,41,40
P0762,14,52,64,6,9,6,1,0,53,95,39,69,91,0,44,46,36,37,41
P0763,24,41,48,8,4,7,2,5,41,53,86,67,77,1,46,42,52,54,55
P0764,24,46,52,7,7,0,0,15,77,73,1,52,92,0,32,33,33,25,24
P0765,10,57,38,6,1,5,1,12,38,64,11,64,70,0,42,45,51,54,66
P0766,20,19,46,3,6,8,0,3,99,62,56,75,66,0,31,39,44,52,51
P0767,16,59,52,13,5,9,1,2,47,79,43,68,77,0,33,39,35,37,49
P0768,12,5,64,2,4,11,1,10,89,72,19,45,92,0,35,29,35,34,31
P0769,4,46,52,8,5,6,0,3,55,76,27,64,84,0,30,36,52,69,72
P0770,10,42,62,5,4,6,0,16,86,56,30,61,69,0,23,26,23,28,24
P0771,17,23,56,13,1,2,0,9,45,65,66,71,35,0,39,32,29,36,33
P0772,25,37,65,2,7,6,3,8,58,56,72,69,81,1,38,42,45,38,46
P0773,1,23,49,3,6,2,0,7,72,65,81,61,43,1,35,29,30,22,15
P0774,18,12,72,2,4,0,0,14,70,66,16,61,68,1,40,37,36,44,43
P0775,22,30,46,7,3,3,0,12,78,96,21,69,65,0,40,35,28,26,22
P0776,24,12,43,1,1,13,2,13,49,64,19,83,43,0,39,39,36,48,50
P0777,11,46,39,4,6,6,1,13,60,36,74,72,73,1,38,38,52,56,57
P0778,3,10,71,0,9,8,0,11,80,89,56,91,100,0,30,46,37,43,46
P0779,7,55,57,7,6,5,2,5,45,75,50,86,62,0,32,37,34,36,32
P0780,22,10,47,4,2,0,0,7,68,66,53,92,80,0,32,22,22,24,22
P0781,22,24,61,0,6,11,0,9,54,61,47,90,100,0,31,21,8,0,0
P0782,16,23,56,10,5,0,1,26,62,54,26,93,82,0,35,43,44,33,35
P0783,4,70,68,1,7,5,2,3,60,97,58,50,56,1,36,38,41,49,44
P0784,4,46,36,9,7,7,0,9,44,69,44,78,71,0,30,34,33,27,21
P0785,12,33,48,3,1,8,1,13,53,42,24,87,75,0,26,24,16,23,16
P0786,15,50,46,12,6,4,2,10,61,73,59,90,91,1,26,24,29,27,33
P0787,1,0,32,9,2,0,0,20,56,86,39,56,88,0,36,41,45,47,55
P0788,18,37,60,2,1,4,0,10,86,70,53,79,20,0,40,31,35,37,38
P0789,14,86,48,2,5,4,0,10,76,54,46,69,52,1,35,48,44,53,61
P0790,1,41,57,8,6,4,1,18,63,53,66,98,66,1,33,30,25,18,27
P0791,3,40,71,5,1,11,0,25,44,54,52,46,50,0,38,31,35,35,30
P0792,12,51,47,5,7,2,0,22,43,91,30,56,4,0,26,27,23,28,25
P0793,19,59,46,11,7,8,0,11,94,67,54,39,55,1,26,36,46,51,65
P0794,21,0,51,3,5,8,1,12,40,43,55,70,67,0,40,35,38,41,44
P0795,11,0,59,6,3,11,1,12,60,74,58,100,58,0,34,50,55,67,73
P0796,8,43,45,10,3,6,0,13,64,70,69,67,50,0,30,30,29,26,29
P0797,25,21,44,9,8,10,1,6,52,61,36,70,68,0,42,46,52,57,59
P0798,12,69,60,5,1,6,1,19,40,53,61,77,73,0,40,36,39,43,44
P0799,8,30,53,5,8,9,0,13,44,52,14,66,59,0,38,38,40,40,45
P0800,12,0,32,0,5,1,0,12,48,84,46,74,90,0,41,35,31,28,20
P0801,1,8,39,2,5,0,1,3,45,72,43,74,68,0,25,30,26,34,38
P0802,8,0,64,7,1,9,1,12,82,75,77,54,52,1,34,27,29,30,16
P0803,13,32,54,5,5,9,2,0,58,72,45,66,48,0,31,35,31,37,30
P0804,23,33,43,6,7,9,0,8,49,73,60,80,63,0,41,30,23,18,11
P0805,19,28,48,10,2,5,0,8,60,61,13,83,86,0,27,27,26,23,29
P0806,20,64,50,1,6,13,2,14,70,65,41,89,53,1,40,48,51,65,52
P0807,14,67,57,5,5,5,0,25,52,85,31,73,77,1,42,44,42,44,48
P0808,3,34,38,7,3,9,0,16,74,89,98,74,69,0,36,37,38,31,21
P0809,10,0,42,3,7,9,0,22,35,50,35,80,100,0,31,22,13,9,1
P0810,25,53,52,12,1,14,1,17,79,65,49,58,74,1,29,37,39,44,40
P0811,2,51,49,10,6,6,0,20,58,81,51,58,55,0,35,43,55,62,67
P0812,22,45,55,7,9,4,3,25,57,96,16,66,80,0,47,42,37,28,24
P0813,18,62,39,13,9,1,2,7,46,95,37,48,80,0,26,40,57,55,69
P0814,8,10,53,0,6,13,0,6,36,56,56,75,60,0,21,19,22,23,29
P0815,20,86,60,6,4,9,2,17,28,87,50,85,47,0,27,14,5,0,0
P0816,21,15,54,7,3,9,2,12,44,69,2,57,76,0,33,24,25,16,8
P0817,2,56,51,2,4,19,1,14,69,84,37,75,68,0,42,49,51,51,55
P0818,3,0,49,7,6,8,0,10,41,80,68,58,41,0,34,31,26,26,32
P0819,17,16,42,2,3,2,1,8,30,49,60,52,71,0,33,37,45,41,50
P0820,25,74,49,9,7,6,1,23,42,76,72,100,56,0,32,30,35,20,15
P0821,1,32,61,10,10,3,1,4,51,83,28,52,41,0,44,44,46,47,45
P0822,17,58,49,7,5,5,0,17,52,68,74,48,61,1,50,52,52,50,46
P0823,4,44,42,0,2,5,1,16,56,64,47,71,89,0,39,38,41,31,31
P0824,17,35,46,2,2,5,2,1,77,44,80,72,88,1,40,42,47,37,32
P0825,16,71,52,8,7,1,0,6,80,78,48,79,83,1,42,38,39,35,40
P0826,3,32,47,6,5,13,0,7,94,71,7,100,72,0,28,24,33,32,28
P0827,18,0,54,0,7,8,1,16,29,54,65,56,77,0,35,39,35,35,45
P0828,23,19,55,11,4,6,0,9,43,63,39,59,69,0,27,36,31,37,34
P0829,22,51,58,7,7,10,1,11,71,70,40,94,48,1,38,44,43,56,50
P0830,1,47,63,3,5,9,1,2,50,60,19,83,52,0,41,41,23,26,21
P0831,7,0,59,10,3,8,0,28,73,68,80,81,57,0,27,29,14,15,2
P0832,7,21,42,3,4,10,0,12,62,42,38,59,91,0,36,40,50,55,58
P0833,12,24,42,3,2,8,2,15,86,88,80,86,85,0,40,34,36,26,26
P0834,4,29,49,7,10,10,1,8,77,68,39,81,49,1,27,32,20,21,25
P0835,22,5,46,13,5,10,0,7,77,52,29,71,68,1,30,15,26,18,21
P0836,20,23,40,12,7,8,1,25,51,31,74,59,60,0,54,45,32,42,24
P0837,21,21,46,7,4,6,0,0,56,83,47,70,64,0,31,31,30,18,15
P0838,5,57,46,8,2,13,1,14,53,76,47,94,58,0,37,42,30,36,22
P0839,1,57,44,9,4,5,0,4,31,71,22,50,91,0,36,39,42,43,55
P0840,23,35,47,1,8,9,0,9,84,81,39,55,67,1,41,44,45,41,40
P0841,8,29,61,9,4,9,3,8,71,81,57,58,71,0,42,51,47,51,43
P0842,17,41,52,3,3,5,2,5,52,71,22,61,71,0,34,30,32,36,35
P0843,23,18,72,7,5,4,0,12,81,64,37,68,50,0,38,41,49,52,51
P0844,1,10,52,5,6,6,1,0,47,62,40,83,69,0,32,27,23,30,17
P0845,1,15,47,8,9,5,1,10,25,74,49,75,85,0,35,21,21,4,0
P0846,1,23,50,6,6,1,0,11,76,89,78,69,92,1,39,37,35,39,42
P0847,4,10,52,0,7,4,2,2,35,66,42,72,47,0,31,31,36,34,42
P0848,2,42,54,7,7,8,1,23,54,90,34,78,41,0,26,21,23,20,16
P0849,21,56,69,9,2,12,1,8,62,74,100,41,68,1,59,52,59,65,65
P0850,16,0,42,8,3,9,0,10,65,74,39,85,86,0,32,29,21,21,17
P0851,25,39,58,6,2,0,0,8,73,100,44,55,73,0,40,36,42,52,53
P0852,21,33,52,13,2,10,1,11,68,93,41,61,79,0,35,43,57,66,66
P0853,25,46,36,7,7,5,0,21,68,93,42,73,44,1,36,41,31,36,34
P0854,6,38,57,8,6,9,1,29,44,56,50,67,57,0,39,32,37,33,34
P0855,8,3,61,10,5,7,0,17,63,100,66,76,30,1,30,45,32,41,39
P0856,22,8,42,7,1,6,0,20,31,67,56,70,65,0,26,33,45,54,62
P0857,7,39,50,2,10,7,1,24,86,65,70,63,30,1,37,42,40,46,42
P0858,2,63,34,0,3,7,1,14,33,36,69,92,90,0,30,46,50,61,71
P0859,17,0,39,4,10,12,0,23,52,73,52,79,93,0,39,50,40,48,46
P0860,21,46,59,9,1,7,1,18,34,52,56,73,69,0,37,36,37,25,20
P0861,25,67,46,5,3,11,1,13,45,74,70,79,41,1,39,28,29,21,16
P0862,24,34,40,9,1,11,2,14,58,51,26,57,73,0,36,33,37,36,42
P0863,4,51,52,7,6,10,0,0,48,95,98,100,99,0,25,19,17,5,3
P0864,20,21,45,11,2,0,0,14,79,76,38,51,75,1,33,43,28,32,27
P0865,22,35,46,5,2,11,0,1,62,100,41,70,87,0,33,31,28,28,26
P0866,18,0,57,8,2,5,2,1,50,53,24,63,59,0,25,33,34,27,28
P0867,21,0,40,8,7,10,3,13,56,91,24,63,52,0,32,34,39,45,65
P0868,21,61,42,12,7,3,0,4,80,41,67,61,66,0,52,43,41,51,48
P0869,12,14,51,0,10,2,0,12,74,71,93,56,34,1,34,29,18,11,0
P0870,2,27,59,4,3,15,0,13,38,59,37,87,100,0,31,26,19,19,17
P0871,12,5,61,9,6,3,0,13,46,61,55,49,69,0,30,32,33,33,31
P0872,6,4,44,12,2,12,0,6,67,60,52,84,82,1,36,33,42,36,43
P0873,3,34,58,7,4,7,0,18,64,54,68,78,59,0,32,38,48,47,53
P0874,4,20,43,5,4,5,0,11,39,49,92,62,41,1,29,42,47,48,49
P0875,18,47,66,9,6,7,0,15,71,61,78,77,91,1,33,36,43,46,48
P0876,13,49,40,9,8,2,0,4,42,70,43,65,48,0,28,37,33,34,21
P0877,14,46,62,5,7,7,0,11,81,85,59,50,73,1,35,25,44,51,56
P0878,19,44,44,7,3,3,1,20,68,72,61,51,75,1,36,25,26,22,22
P0879,14,76,68,11,7,5,1,19,38,85,48,78,68,1,37,30,43,49,47
P0880,16,12,55,14,5,11,0,6,48,46,26,78,54,0,38,35,33,28,28
P0881,3,37,41,9,4,8,0,8,48,62,32,72,64,0,29,30,24,20,10
P0882,22,65,45,6,3,1,0,5,61,79,71,62,51,0,40,34,43,47,47
P0883,12,68,57,6,4,10,0,7,54,73,73,65,81,0,42,53,63,67,75
P0884,4,4,59,8,9,7,1,2,37,55,44,63,77,0,44,44,38,32,36
P0885,21,31,49,6,6,5,0,11,33,82,53,40,67,0,50,55,53,63,67
P0886,19,71,50,7,5,10,1,16,68,60,72,69,57,1,37,26,20,7,10
P0887,2,50,57,2,4,6,0,7,63,56,14,76,100,0,49,28,32,33,21
P0888,5,43,51,11,11,2,0,11,60,75,39,69,45,0,34,33,31,32,30
P0889,1,33,38,1,8,14,1,10,63,68,88,96,41,0,39,41,34,33,39
P0890,7,29,43,4,3,7,2,19,47,60,54,52,66,0,34,43,28,24,29
P0891,3,45,52,6,4,7,1,8,61,60,25,57,63,0,33,33,35,34,27
P0892,18,32,61,14,4,5,0,8,100,52,50,70,86,1,43,37,39,34,30
P0893,14,37,65,4,5,12,0,6,79,62,68,72,78,1,40,48,30,42,37
P0894,25,40,57,3,3,5,1,4,53,85,0,38,68,0,22,27,24,31,22
P0895,19,22,53,4,6,1,0,16,49,72,52,78,76,0,32,26,36,24,20
P0896,16,51,57,13,9,4,1,11,7,82,41,72,75,0,39,37,40,30,47
P0897,13,108,44,0,2,12,2,12,77,76,15,34,100,0,36,38,33,20,25
P0898,2,0,49,2,2,10,2,21,72,59,50,66,71,0,32,32,24,18,22
P0899,2,46,43,17,4,6,4,21,48,43,45,55,55,0,24,38,39,35,50
P0900,16,20,39,8,4,12,1,0,32,54,48,61,70,0,33,36,49,57,59
P0901,1,52,53,2,10,10,1,17,37,58,41,47,22,0,28,32,38,45,51
P0902,2,39,52,6,8,6,1,14,66,57,28,75,66,0,31,32,35,38,48
P0903,6,56,56,6,7,6,1,9,56,83,19,96,86,0,30,28,25,20,23
P0904,23,66,55,9,4,8,0,14,70,83,34,72,77,0,39,40,32,37,45
P0905,12,43,52,13,4,4,2,0,60,100,65,33,72,1,36,45,42,45,53
P0906,18,65,55,8,1,7,0,22,75,57,53,73,78,0,45,37,18,9,7
P0907,11,0,50,4,7,8,1,16,65,92,47,65,86,0,39,40,38,43,38
P0908,5,76,54,9,6,0,1,6,73,92,27,50,91,0,42,38,41,44,47
P0909,10,47,43,3,8,6,0,8,20,65,41,74,75,0,39,32,24,27,24
P0910,3,64,53,2,4,6,0,0,36,75,63,82,62,1,35,44,44,35,44
P0911,20,9,56,0,5,11,3,10,51,87,58,57,28,0,35,39,44,29,39
P0912,5,18,44,0,5,0,1,9,77,67,38,42,84,0,27,21,21,13,7
P0913,10,42,50,2,7,5,2,3,92,66,0,36,76,0,32,44,40,40,29
P0914,25,38,44,1,1,5,1,17,55,59,35,57,70,0,26,14,17,11,6
P0915,15,45,45,7,7,11,0,21,47,33,38,66,55,0,27,41,40,49,45
P0916,12,64,40,1,5,7,2,12,23,69,30,60,83,0,35,44,41,38,50
P0917,14,0,61,0,2,14,1,10,74,57,40,57,63,0,34,29,32,35,41
P0918,20,61,60,2,1,10,1,15,48,52,64,77,66,0,39,36,37,35,36
P0919,7,38,55,4,5,5,0,12,100,74,47,75,66,0,27,19,34,34,35
P0920,16,33,68,4,9,8,2,4,45,46,68,71,75,1,54,42,32,27,28
P0921,22,3,48,12,9,6,0,7,96,80,18,81,47,0,37,29,36,29,28
P0922,15,50,75,4,6,10,0,10,71,75,42,57,77,0,21,29,21,23,15
P0923,12,0,48,10,10,2,3,14,39,62,9,50,55,0,31,44,42,49,53
P0924,4,54,52,6,5,4,1,12,62,67,39,60,55,1,39,45,46,45,50
P0925,7,2,46,6,7,9,1,13,72,50,27,59,82,1,29,40,41,44,37
P0926,24,39,53,3,4,12,0,1,54,79,74,35,50,1,37,42,47,55,57
P0927,14,35,58,6,4,0,0,17,73,71,56,59,82,0,32,31,30,29,28
P0928,8,66,49,3,3,12,2,12,73,72,68,86,69,0,37,40,39,35,38
P0929,11,34,66,7,1,6,0,30,69,76,39,81,39,0,33,31,26,29,29
P0930,15,21,52,5,8,0,1,9,58,58,28,76,90,0,38,28,19,12,6
P0931,14,26,52,2,3,0,0,14,37,45,27,70,72,0,31,32,22,18,17
P0932,18,69,42,10,3,1,4,32,57,82,53,91,74,0,40,35,41,43,44
P0933,7,51,54,8,2,7,0,13,61,78,84,51,84,0,41,24,30,13,18
P0934,17,29,49,4,4,7,0,12,24,60,56,53,92,0,33,25,27,25,16
P0935,12,32,45,7,9,10,2,5,61,74,41,86,70,0,33,26,36,37,32
P0936,24,0,43,6,10,5,0,23,56,87,44,68,77,0,35,30,27,24,32
P0937,4,47,74,3,1,3,0,4,35,85,47,57,73,0,26,33,32,46,48
P0938,4,0,48,6,4,5,0,15,52,60,89,77,61,0,34,29,48,41,37
P0939,12,56,37,4,2,7,1,9,52,46,73,61,40,0,51,41,37,28,32
P0940,13,41,44,2,7,8,0,11,93,48,53,55,71,1,27,34,40,49,45
P0941,18,95,50,0,6,4,2,2,62,63,50,54,90,1,31,35,35,51,51
P0942,11,12,55,5,3,11,0,21,77,90,54,73,77,0,34,26,17,13,7
P0943,23,36,55,8,5,5,0,10,56,57,58,71,49,0,40,45,42,42,47
P0944,12,81,56,3,4,4,0,3,24,59,40,92,86,0,41,28,27,25,28
P0945,4,67,44,16,9,5,0,21,70,59,31,63,62,1,51,50,48,36,37
P0946,3,21,53,10,6,11,0,8,46,60,69,63,31,0,32,42,49,57,64
P0947,25,43,42,11,7,6,0,14,52,68,48,91,84,0,43,39,45,47,49
P0948,4,38,44,9,1,4,0,18,39,49,67,84,51,0,44,47,34,44,36
P0949,24,45,42,13,5,11,0,15,59,84,81,70,97,0,39,40,34,39,37
P0950,7,21,39,3,10,16,1,0,77,66,58,43,87,1,38,39,43,51,53
P0951,3,36,60,0,8,8,0,17,75,100,55,55,63,0,36,42,28,23,24
P0952,8,0,56,4,1,12,1,11,87,50,100,51,75,1,35,39,32,38,22
P0953,16,41,59,8,4,11,1,10,89,92,52,69,100,1,45,38,48,47,51
P0954,11,49,50,7,2,5,1,11,21,89,26,60,84,0,28,22,14,9,12
P0955,20,33,57,7,9,7,2,1,37,62,42,94,71,0,36,47,42,43,57
P0956,16,0,34,11,6,2,0,13,25,62,79,43,100,0,39,23,23,12,5
P0957,11,62,58,8,3,6,0,2,69,54,22,49,69,1,25,27,26,24,20
P0958,16,47,52,9,5,4,1,10,46,54,33,72,77,0,47,36,28,17,10
P0959,25,21,56,2,1,5,0,13,49,68,70,76,51,1,39,40,24,29,32
P0960,11,31,53,2,2,4,2,20,54,68,43,27,39,1,31,42,42,46,58
P0961,4,2,41,12,5,6,0,6,65,44,46,40,62,1,44,49,53,55,64
P0962,11,13,37,6,7,9,0,22,31,100,69,64,68,0,29,32,33,36,49
P0963,22,25,44,4,1,7,1,19,35,64,34,90,73,0,34,25,18,19,5
P0964,6,67,55,4,4,0,1,9,58,69,19,98,43,0,37,31,25,24,13
P0965,24,23,56,3,8,4,0,4,80,59,20,61,78,0,36,35,38,39,38
P0966,15,53,38,3,1,1,0,2,58,64,60,65,53,1,45,37,40,42,46
P0967,16,25,41,1,6,8,0,14,44,63,53,55,77,0,33,36,34,25,17
P0968,8,44,43,0,5,9,1,7,19,68,34,78,83,0,27,26,27,20,19
P0969,24,35,47,5,9,8,0,20,75,68,25,92,60,0,32,36,21,21,19
P0970,1,59,38,4,4,4,1,7,45,80,43,88,51,0,44,49,49,61,69
P0971,8,25,37,10,5,8,1,6,37,71,70,68,93,0,33,28,29,36,28
P0972,11,0,43,7,7,5,1,14,27,79,31,55,82,0,45,37,41,40,46
P0973,12,5,51,7,2,2,4,7,32,68,35,68,70,0,27,39,39,20,29
P0974,12,25,39,3,4,10,1,12,41,71,24,90,92,0,38,38,44,44,52
P0975,4,8,49,6,4,10,1,19,54,64,41,62,68,0,43,22,29,16,14
P0976,6,48,60,7,5,11,0,13,36,83,55,39,56,0,33,41,43,44,42
P0977,3,27,38,9,7,5,1,13,61,73,90,62,50,1,51,38,38,23,25
P0978,15,95,48,6,6,12,1,13,54,66,52,64,65,1,42,40,39,49,62
P0979,9,0,59,10,3,5,2,0,98,65,47,39,80,1,44,32,17,11,8
P0980,15,43,46,6,5,10,0,15,27,66,65,72,91,0,44,31,45,44,39
P0981,15,11,45,9,9,5,0,13,61,68,62,76,67,0,30,33,49,49,50
P0982,18,26,60,4,3,6,0,18,61,67,36,98,88,0,34,32,31,43,46
P0983,14,41,47,0,5,0,0,16,39,60,94,47,63,1,37,44,35,44,47
P0984,17,0,60,7,5,6,1,11,60,79,48,80,54,0,40,43,31,30,23
P0985,15,44,54,9,5,7,0,19,72,80,53,83,45,1,44,34,34,28,26
P0986,17,84,47,8,1,5,0,10,60,95,59,76,58,1,38,42,46,58,55
P0987,16,27,54,8,9,14,1,14,83,59,55,52,45,1,36,49,40,44,40
